AuthorId,PaperIds
1065029,1842355 242336 792436 1750911 1784967 33495 748305 1948512 2137908 1473149 1290707 592440 1420003 1290267 1453278 672574 609557 692363 313000 1453098 153679 694475 37441 2213430 2096633 1281400 1004053 1253019 2240991 88212 1818938 2003995 1698569 1185798 1412741 854288 433718 2069023 2077664 797639 1342777 778416 1884682 632128 82825 133084 352234 1077759 862888 278040 557590 1067655 638235 1817106 1173101 1911430 1789205 790240 75664 1759952 834395 559452 2221735 1400460 2024679 752180 2094206 1110367 179609 1258494 1133639 535766 1186215 1030176 858467 600389 772526 914731 1925975 1586618 1587654 1394409 2214655 241444 119355 245651 449612 1401831 888947 800130 1286499 1796911 2126312 340078 210024 1395661 1008942 576724 469547 1263806 1540645 327219 1632033 766298 608887 1915610 970784 1982967 1331098 508994 368446 2168151 1151121 2136074 1149209 1795414 1329344 968162 2158148 1221890 935171 1136779 30485 1943344 2141520 1726022
221258,323114 2122904 1948464 1346273 1973231 1860792
180300,1806971 385219 186588 615659 160397 1996821 1303683 256869 1690545 1163815 1162083 523705 1040933 2164178 2080120 913395 1073769 495937 1051385 2230422 2169021 1279939 299371 1184601 339813 1916069 1450456
1007696,695343 726779 1633656 219857 1130588 1609654 671756 953186 842196
1220693,2178560 1188169 1594052 1317838 1450269 1438661 1045348 889329 1848682 1043881 604479 453615 1614068 329137 411179 1381094
767332,239325 1731938 249402 1475404 320505 1896313 273890 1795960 143861 886478 159290 1012681 1720285 586501 2117906 1114415 886836 1109069 699625 2164865 1761382 572704 730959 1304265 1036568 798096 1593603 2038453 779677 770427 1242963 511969 162613 136434 123896 1757473 2149155 2080682 1446740 1055420 1082086 1787093 158170 1966692 968247 1260273 766962 109800 2959 1787057 486337 1189198 2087647 470318 932584 1911141 1798267 1028321 638704 569636 2252388 42777 574710 1771066 1791765 720329 714091 315764 1188267 2113768 1559207 480330 74035 1328021 1255770 1382590 1056226 751880 1279385 1607343 1004880 2125085 2132186 1778663 272503 1796929 1967066 1624248 105958 203062 84302 1939405 1378317 1789823 351170 248074 789719 997794 452851 2234960 1228907 1289185
573530,317315 761704 2234359 493450 450211 2201553 570832 717119 459254 509859 834247 521802 661177 834844 1954009 2153526 1734720 575060 762111 1186962 2159289 377469 301512 1903741 1466247 1559088 1211830 896154 2000124 829006
2220123,415818 1504390 646830 910269 339273 1057670 1279299 2059906 772316 1892206 615190 909454 560239 846415 662108 1518379 1091722 397224 2083987 1540536 1069676 1510738 1120433 958143 1474737 1744978 584665 1500273 2012624 1997544 1989144 432136 1628290 461985 276196 1276380 897807 1972951 1362791 196587 1080934 799566 1866168 1846339 1670277 1017386 1247839 1301922 1198103 1022833 816620 1973439 2257984 1631688 2041018 563436 2108387 337732 2198688 966219 492051 262718 255687 217670 1871892 723035 82139 567194 1044658 372808 297810 881222 124204 1086952 1759150 1435058 1116596 1007083 840119 1837393 2072786 1824386 955729 1662202 1235965 323547 2248572 53740 1064 916096 1155540 1951220 984807 313249 2197360 1895424 187580 2169839 711342 481280 436315 1071778 475908 36776 1527861 497908
507999,1293581 799230 221470 2084605 666685 397729 2101488 569474 2110382 2158797 1047252 1230354 2101944 900546 2192451 1929778 1194405 716744 2037807 1487773 1803867 289276 138120 1752884 880745 1188345 22083 855178 686188 1317590 1605037 782242 210825 995515 1843845 1143894 236262 881596 742348 2108266 845840 250678 578706 1867989 980431 1751350 1513542 1516148 7537 2140251 1851902 1187656 2179997 2015154 736890 655684 91168 1955606 172841 7347 1130766 181412 1309089 1294110 2140842 215086 1997919 898718 613497 686847 2013955 1205472 2171584 948371 1021488 1139580 521663 237987
1351778,937002 1963738 164605 1992493 1131 46521 755078 551072 1921340 822233 1966191 68533 61261 70053 394465 1692343 767153 143428 1604456 480631 828606 1407882 229163 297012 86358 2145895 844291 266634 263423 1139522 1820760 806136 80650 1877665 1651982 1122652 735375 411500 1180594 1631341 500048 145276 1215277 208849 1616768 1672590 50908 742275 583005 1510822 1415554 267037 1655763 1631455 80240 1859591 411608 1556603 1839260 339632 1009486 168893 2095878 552267 354692 518889 291328 342243 1566086 470522 341486 201176 208707 1103645 2165480 2137325 947136 257476 1624715 1844557 1008771 1551542 1395062 2062467 126423 1990352 1968145 1835429 296546 326725 372373 1637905 569427 318175 2021863 688249 1478731 1834744 673093 1122657 683721 823339 1443322 1467803 2002766 1324777 702502 273634 1881386 1879925 1529108 1392119 479202 13782 1848756 197500 2129922 1119277 608575 759503 1121682 1682197
950378,1927242 1130887 1608845 49244
57451,631315 1766217 746153 1869921 385955 2042411 478614
2023538,1649720 602811 1379249 1502612 395528 1040549 209064 425427 937309 1039653 278639 1123172 908841 587021 1337726 514892 1764030 1984783 1380675 163496 1502711 1103526 268015 1236288 679069 786978 362092 564757 1696861 629814 1551478 465995 1184230 94740 816313 1723568 262271 1181079 1022632 925784 1648228 1661757 1435499 38361 1432468 1457845 617588 1927946 958720 1645528 126758 2254023 846947 1736174 2006691 1016710 2002645 1738922 1940053 1250151 789300 558294 1365949
311411,151535 2044736 2006987 1109561 1673350 2255707
499829,1988896 1355332 797189 465243 394965 1757579 1527356 2174787 2162317 168833 88561 741579 1667951 1993283 1600014 2060291 1431408 748387 1361623 1107195 1289885 330017 268552 927283 1446462 989132 1850659 278879 2113953 1297732 1053877 1776542 845704 330558 1752995 1273602 798701 693782 107569 1147590 1335304 143290 1287394 623188 38338 1003025 1447104 117668 1739741 1533314 1009140 1088115 1972734 31072 1398996 323299 437378 1210756 819816 462177 1605619 1299551 445487 291919 1900851 1803681 884715 107882 229383 2182867 483144
524408,467630 1756138 947608 1409734 1988563 2239107 1211684 1091259 2028354 2224927 755539
1409149,244313 1502303 2177745 560864 1536678 587291 1519118 1740078
1835145,2131940 1527992 966110 869013 146815 1743469 440762 205807 1316989 1134874 18622 1457664 32575 1065304 704901 2193042 1430437 835643 775520 2001779 1235320 1051680 1308261 2254207 1489689 1222818 1585628 1184562 426791 1647211 1805533 1805533 114800 114800 734946 1992425 1670208 1757072 1757072 1144520 2192646 2192646 68747 1923856 1937056 1814619 1814619 1631655 1126987 307019 2078967 1452078 137901 137901 1796916 118173 1398341 1398341 723968 1104509 382413 382413 1166869 163946 999493 159655 10965 861636 1024066 1024066 792933 114076 1206872 1206872 1819558 845674 845674 1521748 773264 667462 2236498 1482820 1323817 570609 1852458 1246233 114916 1783236 511418 532125 1784588 1132839 769104 769104 755399 982520 1179733 708150 1090513 995596 995596 1726522 1826120 1770960 676981 1482550 15546 15546 2226216 2048082 1181166 1920111 1879114 1271750 1126777 1856065 452546 15726 1510223 1984141 428340 657633 254212 1196481 1217066 528687 1968567 42928 1951401 780382 89141 2116398 2116398 1197125 114569 114569
1769611,1909528 481600 1267479 1532931 1194423 1155770 2101081 402049 316507 285566 840237 1717771 1381649 860509 695435 536982 2241169 250681 1205337 88898 364017 1734811 1001255 368269 1479133 911775 1621639 170683
1294479,2102255 2064556 1849743 1704472 1526881 1457824 1438344 1193344 1156310 961532 804801 544644 86165 1280804 177227 823926 2140442 2075076 104895 1262602 1170533 459139 1192541 1608976 1019309 853585 573053 1802238 1290776 2144805 1952381 1854667 1820678 494041 552529 2130630 1695231 279182 665947 129480 1367690 1385780 38303 421463 1655108 304146 1053569 457003 516174 1268110 196274 1725337 2248191 1239713 483185 455200 2025873 1316551 1560179 1448695 1225997 2227760 1301776 380863 1629538 1764599 2253330 1099240 280525 898134 1270638 204406 249243 1012238 1394205 272749 820043 2149964 1165760 1338259 1733582 300862 1736481 1182449 672931 1924069 517285 242870 813456 1797865 106327 1532659 201645 1819315 350777 140699 1055846 1306530 1875302 1790641 1378363 125674 1615395 833612 770033 1840853 665049 297552 134351 809713 978222 2104368 649538 1699744 1070199 1081321 2243863 415462 1766740 1528780 1670100 846080 814843 2015067 563950 2246412 362490 699573 1063639 391682 779208 938097 1701134 1977993 746621 2049141 572798 295929 1562314 2232245 914056 2054276 761744 73932 1575642 1786297 1548812 1357763 2039888 1497524 1607014 1483577 1186 1971958 1900590 1386091 1836850 1020157 277868 1416924 1212789 1611096 1367061 1754871 794290 1545134 184296 1955296 129343 707028 156325 1235414 1379900 1961237 266625 1232239 428907 982334 147294 23527 1428585 1286276 2070584 1978637 611552 1318169 729995 838187 480658 2040566 792238 2140750 261134 1826741 1147113 2002865 767196 2186934 1934282 888447 1467174 1800739 1602995 1931169 1974280 1877429 627756 1272683 1436990 970482 956217
1663123,862626 484590 2094873 1955292 496237 210371 1566137 1937145 1803106 1802005 457835 994290 1473027 862973 860861 1993551 346633 706882 606751 575592 1791061 195141 66360 433573 295912 975001
1125657,1028415 1043735 1684291 120940 1334728 1002499 57560 645684 353020 2050428 248633 2029372 1177190 444841 1778239 1226395 1488466 698338 2051528 664693 1419128
2277532,1345059 1682815 637509 21401 2162555 1615587 908251 883107 881610 839729 1234653 1273931 1948212 157957 2128037 1844786 1610727 371147 265000 167231 1447106 206819 1987989 1458287 450751 863989 230692 951782 1516860 984677 435798 1216686 942897 1254499 751159 1076399 1862753 1829870 1806168 1320896 44802 396033 1211732 1833966 1773397 1369706 926237
1654947,588069 1684578 671896 1613843 1667872 739142 1018018 219574 892908 1310173 1436872 259282 1384158 37079 1900906 1556894 617381 1047513 1818464 1869096 243579 91841 1400869 99609 1246067 207329 2166791 528720 682857 597790 34495 764025 624179 2055038 1989387 1250460 256725 1863136 2165776 507561 361532 1962709 2096231 520830 1328805
721060,1544438 895951 535045 171363
24742,1479666 368006 1878416 1245729 1983432 130342 1027260 1913487 2169048 1781937 2089832 93774 554197 1208535 1212339 418161 2044666 1913043 2096774 1048305 51173 721790 16442 1401091 1252386 306589 415681 71659 2254334
770228,1989362 1959025 1507642 1493979 1480885 1253511 1024852 1686159 1779863 259780 258825 23628 2026394 1770968 907048 1039831 1531144 321644 658406 329136 763263 334806 1805396 2203490 310460 108281 1809478 1055473 2231314 1466303 645003 1538874 1089482 1105275 1129336
1286341,1883608 1528465 810845 541939 182811 1000522 677786 2103430 1051564 1030275 1439945 2187533 959967 1964521 537663 2051442 1860658 1688818 797855 63461 1705430 1335056 1331116 606579 224888 745679 1039569 1899831 1304850 747621 1675263 1848301 708858 181720 1387054 18474 1495858 25047 484623 712062 443991 1537874 133174 90725 2125509 1495352 1315172 1307266 1485593 1386730 2236069 1473002 60007 229228 51532 369606 161046 315732 302461 1718631 2078167 697180 1913935 937421 1538299 116244 2064284 1524594 1435711
1540296,52414 1171087 785131 501909 411012 1817304 1663507 1548051 1294749 130601 1951663 288639 288639 1695234 1460835 1748517 1009411 1080008 689416 1537649 601199 470791 560357 828934 267790 1373776 259801 1883944 1508428 393420 2042560 1957291 1929437 1565400 50651 1252841 1252841 894823 1392521 881961 357012 48181 2092342 1249440 349039 1308991 402819 479135 2122872 1939463 387563 1942889 217028 1237809 1417877 2223900 1976528 1397330 814924 1129638 259524 548783 1303675 788049 266756 1381181 1381181 711122 99696 1935700 939851 288437 1216122 132983 428156 1212814 1544347 1705676 1513083 2241029 890520 286535 165945 1031628 1155938 897827 896163 864689 525343 409290 435739 2019654 1900797 1846705 571152 1354055 164380 20395 184482 2015265 1349360 1289822 1470758 234133 1276513 352444 1700857 1762764 1059250 2099189 1384346 1017533 517012 1545430 489127 661913 661913 1406397 728280 1602504 634473 1866286 1866286 883620 519060 841374 1015782 1351477 1314436 968868 968868 1615982 1716708 408992 224305 1550048 516775 1132176 78730 1075704 586757 2073187 1693874 270862 1654920 1654920 1277977 1019968 257846 57494 1877337 1606032 1606032 1054980 1184175 1672367 1742164 1742164 996972 996972 312849 261774 744824 975376 2152324 2152324 1569620 1755836 1763703 1100930 1215012 198168 720416 573759 279641 1650084 2220646 1230984 2213916 1829983 856843 2008041 1425692 312317 2123843 1868363 1778040 1241766 1047818 659746 372449 71959 170 1813634 392898 2244703 652392 306052 86725 2069840 1910041 1766207 505147 1442395 888713 734300 267484 443288 951878 307746 485822 2087943 2087943 2029685 563251 575186 1961862 1633309 237006 524536 270749 2110263 260087 260087 1919392 202389 1535010 970186 2049166 2258220 533921 7737 1134839 1300933 293578 822938 822938 817011 463497 1549786 168992 2228386 2121752 1952715 1925741 1465567 1438850 1375215 1192118 1065105 776602 598688 125761 773583 792656 792656 2070181 521549 316787 153377 1877505 1051912 1030471 755955 628381 314305 309276 1785374 2242698 2143581 2055059 1982774 1967520 1941833 1935094 1887303 1774674 1700024 1700024 1622261 1611767 1587370 1513156 1354943 1259355 1240908 1234986 1018244 980914 965334 922243 885599 770696 741549 559921 557387 550545 542196 525945 511837 511837 422983 364161 328021 326794 278872 278872 238809 193053 163952 163587 144677 108824 54770 19520
2105546,1391331 1108935 1485217 1921392 1731667 2194906 1709908 1603258 1742668 1821142 1029862 1570681 1571410 2136378 82307 10155 1727732 1010683 1289229 2214179 1273302 63110 1148134 815586 1211257 893379 1157037 1010389 1004661 1178607 1584616 1957944 1987526 146637 732790 903056 214776 1088798 483637 1678326 59023
442581,913092 648993 2072892 2086125 2253068
1474777,1116920 784441 1950239 1601957 110326 1554176 1281251 2241774 345670 1114026 1114026 2251100 970189 970189 2142414 1755879 78571 78571 2164204 1877794 1834351 1320007 2164252 145940 2060734 574769 66088 290250 339876 786483 786483 988041 854706 793677 402398 1128313 1128313 690643 690643 1388891 792548 1190049 2253196 1346238 1693467 1744522 1744522 2242221 805093 265674 591674 46482 1007963 1029855 1029855 705407 1180127 1274471 2146043 1749393 1535763 1462140 923077 587928 587928 1442104 306889 1758913 993500 1142613 1113946 1429177 507231 1606357 2174754 2224639 2224639 1239303 980132 2159416 1348536 1348536 1126021 950553 579238 1562114 1562114 2047985 234787 389325 389325 140181 140181 2043355 1685802 1658692 1108134 1206022 1779718 1195327 2110138 657801 1807390 1807390 174120 1548940 1574660 421932 732324 1689348 385419 723611 856336 1504222 1152360 730505 1227021 523439 362253 362253 1838935 1503599 1884117 82613 1548649 1129740 1469831 93632 1638024 1338618 1338618 670141 925783 1129481 1129481 1929991 1556394 125518 125518 2027151 2027151 1435574 1671792 1671792 1494537 1494537 264789 529927 529927 1933844 1933844 1759610 1759610 1420967 1420967 57012 57012 1909404 1909404 2255356 2255356
852187,630940 1444660 1462508 931868 2254158 372865 1923125 1856445 1194860 732100 327203 753918 1170294 1582805 1934318 925480 1384225 726176 1420616 70698 840250 901932 957360 1577798 1831097 1720804 1398741 1351957 478195 1961052 2139391 347847 2085343 1389890 1323360 1862838 2017474 569238 1279226 1463098 536874 1501126
1286365,697257 2183359 1925602 211369 2167680 879750 1806611 1776742 1361731 1159134 666887 450078 2003025 1058215 1693786 1556360 804998 153889 1316522 2198781 225105 1975884 1775142 1519948 1278586 1047049 871909 98105 2501 1583171 1490314 543338 2221484 386776 2079326 759716 1731590 1049027 1839493 611396 636241 257201 247917 386809 604563 342477 1967468 1403719 980163 840922 690003 226418 1712018 849903 391914 862162 1617788 461933 1045376 421845 1164234 1385323 2172809 517217
1974497,1490097 886267
557284,783907 1652301 1137168 621338 1778545 1974512
1581288,608856 968623 1797488 2226514 1010921 1197591 172392
2097191,2028142 1156627 1156627 1156627 1769741 712822 140911 140911 1741938 1852004 1852004 1006071 1285562 1022619 1665853 1665853 1665853 1529125 137006
2202322,2010360 2021985 114948
1491192,2203236 2199131 2087855 1944211 1338882 1242050 1214545 1140401 1060787 958286 791609 370215 226043 76369 38290 1187771 1274882 1439351 625090 1275013 485359 296261 2048796 2125572 528351 615504 552820 489497 2222013 880852 1871131 1264125 1963225 1904232 1155814 2216257 411539 812429 1599387 534578 501626 2088589 1524693 1000243 1002551 603181 1370917 1718178 290667 1688268 1610670 1859015 416921 1880105 779291 1276444 1710482 281554 1955720 1090836 984940 96332 461235 583857 1554127 16832 1919570 986900 319779 890845 700139 1570154 2233042 2141583 1982499 1082617 1410996 2243833 190683 1747381 682615 1700645 2056931 93446 2069191 142351 1221002 79388 356498 2205143 944829 1062114 1865556 1940569 2069980 1123753 1875631 12650 1111763 568614 1623652 989568 785377 56512 1327560 1013142 1448887 23454 1796686 2132805 1769914 1769914 1833058 51502 976993 2179054
1384701,1903952 1681589 910396 4401 2095920 1272265 2006645 1250638 2046461 710119 653012 956459 323842 582242 2256716 1860602 603597 1580399 402429 1459119 691189 1016729 350732 1777105 1174442 1093726 1487454 1346561 1367471 1649636 221543 208232 1090425 393065 438514 707406 576686 1289493 13295 1097972 943186 875311 501279 413049 432584 345172 89826 2201164 107909 1168121 1743365 485751 604485 1878885 867811 7511 2105557 1628926 2077961 367790 889902 479537 1923428 2169657 1706535 803507 2258825 41015 707271 2064029 1378539 933544 1410459 1281966 715406 2173266 2190938 1360112 61410 1071314 976532 1728749 1822148 2072141 1471934 572902 1167689 164681 762859 1504790 1065038 740485 597201 578375 1486561 2243367 1123533 32821 2038938 723812 514489 1219984 1211464 337474 282093 2112430 693250 660354 719973 575169 721241 1830692 1677876 545079 434676 210415 1187717 2061813 1704578 860936 354652 508860 926077 1017474 462257 112199 1292332 799590 1749765 13713 552137 684799 1429911 881869 1807004 136699 453677
1990910,1970656 1929556 1781190 1762233 1711073 1547462 1378348 1294226 1294184 1249494 866282 762602 536640 245447 105156 75604 60684 899075 1075046 856240 566260 1341383 565227 354665 1165907 971627 1866504 1860505 1462215 863453 1842608 2089716 1497137 892958 1095548 803068 1184270 1456542 1193954 140044 1105496 249368 935723 501445 1142944 109262 1398383 1181318 422224 1806392 1000020 1967342 997225 1081934 2006133 166075 1021561 509669 1056578 1843832 798841 1360140 1941040 1323448 718517 185483 859628 1495246 316258 165738 1268230 1467907 2074527 114433 797413 726020 642428 626374 375027 111413 901443 2050582 1205112 980927 96728 2144595 1477849 1531668 1066683 1875875 2241496 2113118 1122405 470976 220556 1727113 2147045 1273109 670927 520791 1016242 299221 1347395 1543774 1528895 1623659 495019 740234 325334 1873196 976140 636884 2065554 909687 1248487 2200958 1311869 825900 1372799 193307 36181 2579 810698 1390813 1732961 506117 1425671 1149518 1574285 467707 1638213 1972612 416986 1624130 643357
524546,904178 52863 2089344 1838907 2214141 859136 423958 732702 972981 49631 1815235 284837
1958148,1633587 1232211 917031 2057382 1872596 932870 1647989 412555 209642 2034761 256445 1946266 891966 2140310 1674654 314009 237141 1523151 1787730 1842105 1747307 2010399 639200 552785 1540224 62814 974392 464297
1302801,2123341 2113273 1346968 441474 154919 2225685 2027013 1996726 1862272 1512186 1424305 1373773 1363463 1309354 1072526 1064172 991673 904291 822438 616027 533923 428706 419413 230935 135654 127535 79109 1500450 1079913 666788 640721
2130168,1993542 1858664 444949 1524383 849982 1831414 615004 1915932 719736 1266583 943532 240715 1607509 1497439 285334 1232694 1005720 728690 121773 1441174 739433 781169 1704176 1022800 219357 1888850 443010 242285 1447780 984569 1034026 569950 953821 139686 81710 2174558 1660559 1198598 106612 163512 1978419 93479 1590485 1962977 285489 1790833 1996186 1395804 1382697 828721 1634898 1319321 711907 150272 479436 1186727 848843 1274487 1888672 1521919 496470 3355 656101 1790365 654093 60144 1658803 229311 28295 2169824 1138319 2181993 860956 850321 2158526 1576619 159962 1882810 1587691 2191561 1559820 56428 977392 609701 2019844 1346766
327974,1263316 74267 2212574 1442450 1517275 1208436 1974033
